compound,rev_score_sum,n_clusters
CPC010 HT29 6H-BRD-U86222656-10.0,1.0882018585080446,20
CPC014 HEPG2 6H-hy-10159-10.0,1.088028682525688,20
CPC017 HEPG2 6H-cinobufagin-10.0,1.0874958760035844,20
CPC012 HA1E 6H-BRD-K19624190-10.0,1.0872312077354145,20
CPC006 SW620 6H-BRD-K94325918-10.0,1.0865410336026065,20
CPC014 A549 24H-hy-11006-10.0,1.086311665103973,19
CPC009 A549 6H-wortmannin-10.0,1.086272165015044,20
CPC014 A549 24H-ei-247-10.0,1.0861507142861477,20
CPC006 SNUC5 6H-BRD-A36630025-0.35,1.0856474782781873,19
CPC001 VCAP 6H-zd 7155 hydrochloride-10.0,1.0855711413207971,4
CPC014 SKB 24H-geldanamycin-10.0,1.0854517856946062,20
CPC011 VCAP 24H-idebenone-10.0,1.0854130188102653,11
CPC014 HCC515 6H-ei-346-10.0,1.0853000714015437,20
CPC012 MCF7 6H-BRD-A20697603-10.0,1.084772231530097,9
CPC006 HEPG2 6H-np-001236-40.0,1.084188086776662,20
CPC003 HA1E 24H-cefixime-10.0,1.0840852686457447,20
CPC007 A375 24H-t5247673-10.0,1.0839383323388774,20
CPD002 MCF7 6H-escitalopram oxalate-10.0,1.0838712783517508,18
CPC012 A549 6H-BRD-K86472598-10.0,1.0835358518525224,20
CPC015 ASC 24H-vinblastine sulfate-10.0,1.083450812453255,18
CPD001 MCF7 6H-metolazone-10.0,1.0834293337308512,12
CPC003 HCC515 24H-cgk 733-10.0,1.0833799109145812,20
LJP005 MCF10A 3H-NVP-BEZ235-3.33,1.0831045201427831,20
CPC006 VCAP 24H-BRD-K89692698-160.0,1.0826073652509667,20
CPC016 A549 6H-h-8-10.0,1.0823688495729828,19
CPC002 HCC515 24H-cgp 53353-10.0,1.0818720436248437,20
CPC006 SNUC5 6H-hli 373-10.0,1.080946496693457,19
CPC001 VCAP 24H-dcb-10.0,1.080914517029939,14
CPC006 NCIH596 6H-perhexiline maleate-10.0,1.0808978533123172,19
CPC006 A549 24H-imd 0354-10.0,1.0808954106056725,20
CPC004 A375 6H-brazilin-10.0,1.0799860560166612,20
CPC006 NCIH2073 6H-menadione-10.0,1.0797405481010907,20
CPC006 A375 24H-pifithrin- ?-10.0,1.0795024536521285,20
CPC006 A375 24H-tw 37-10.0,1.0785023451608187,20
CPC006 WSUDLCL2 6H-BRD-K26664453-10.0,1.0780723683374496,18
CPC014 SKB 24H-gr-231-10.0,1.0779972585874917,18
CPC007 PC3 24H-emetine hydrochloride-10.0,1.077030824719331,20
CPC004 VCAP 6H-sirolimus-10.0,1.0769327993017335,18
CPC004 HEPG2 6H-amiodarone hydrochloride-10.0,1.076824636447813,16
CPC010 PC3 24H-itavastatin ca-10.0,1.0764501138221223,13
LJP007 HEPG2 24H-bosutinib-10,1.0763984330012246,20
CPC010 VCAP 6H-geldanamycin-10.0,1.0762129788823014,17
CPC018 HEPG2 6H-cyclosporin a-10.0,1.0759797877738855,11
CPC012 HT29 6H-15-delta prostaglandin j2-10.0,1.0753627180738676,14
CPC007 HT29 24H-ncgc00165289-01-10.0,1.074804278101734,19
CPC006 NCIH2073 6H-BRD-A36630025-0.35,1.074663928838016,20
CPC008 VCAP 6H-vu0415010-10.0,1.0743263905701976,7
LJP009 A375 24H-RAF 265-0.37,1.0741816746129633,20
CPC013 SKB 24H-s1216-10.0,1.0739914424883532,19
CPC013 A375 6H-s1152-10.0,1.0733453801701902,20
CPC006 SW948 6H-cyt997-1.0,1.0731209590865134,20
CPC006 SNGM 6H-ag14361-25.0,1.0728878782714408,19
CPC006 HCC515 24H-pnu 74654-80.0,1.0721469427971095,11
CPC006 U937 6H-BRD-K86574132-48.0,1.0718389697057373,20
CPC019 PC3 24H-BRD-K94544211-10.0,1.0715109895351884,18
CPC005 MCF7 6H-n-formylmethionylalanine-10.0,1.0709571208832283,9
CPC006 PC3 24H-vorinostat-11.1,1.070714922423999,20
CPC006 CL34 6H-BRD-A36630025-0.35,1.0701040332620098,20
CPC012 MCF7 24H-BRD-K16309743-10.0,1.0697150636916866,15
CPC006 NOMO1 6H-b675700.cdx-0.04,1.0694377701873263,20
CPC006 HCT116 6H-manumycin a-9.08,1.0693698633583726,20
CPC006 NOMO1 6H-curcubitacin i-10.0,1.0686136888786142,20
CPC001 HA1E 24H-rottlerin ncgc00025228-11-10.0,1.0684563513343845,20
CPC004 VCAP 6H-budesonide-10.0,1.0677232513071966,13
CPC013 VCAP 6H-BRD-K15107389-10.0,1.0675349595341967,18
CPC003 VCAP 24H-geldanamycin-10.0,1.0674739440381626,20
CPC014 PC3 6H-BRD-K25311561-10.0,1.0672730934532562,9
LJP005 BT20 24H-NVP-BEZ235-3.33,1.0666589215610496,20
CPC007 HCC515 6H-wortmannin-10.0,1.0664981591724585,20
CPC009 HEPG2 6H-BRD-K17739445-10.0,1.0664650744540438,15
CPC015 MCF7 6H-sappanone a trimethyl ether-10.0,1.0664266649054799,8
CPC012 PC3 24H-BRD-K69888333-10.0,1.0658937135512763,18
CPC001 PC3 24H-vorinostat-10.0,1.0656993142652067,20
CPC017 MCF7 24H-angiogenesis inhibitor-10.0,1.065642843080937,14
CPC005 A375 6H-simvastatin-10.0,1.0650444892483193,20
CPC006 HCC515 24H-auranofin-10.0,1.0649205441549652,20
CPC003 HA1E 24H-cct 018159-10.0,1.064622669201703,15
"CPC006 SW948 6H-ingenol 3, 20-dibenzoate-10.0",1.0643189154427408,20
LJP005 MDAMB231 24H-NVP-AUY922-10,1.0642139227876322,20
CPC019 A375 6H-BRD-K38340366-10.0,1.0638677516198496,18
CPC001 HA1E 24H-fit-10.0,1.0638603286834472,20
LJP005 SKBR3 3H-PHA-665752-10,1.0637658372988297,20
LJP008 A549 24H-vorinostat-3.33,1.0631902312818529,14
CPC015 HEPG2 6H-proscillaridin a-10.0,1.0630779765259095,20
CPC014 A375 6H-ei-286-10.0,1.0630605820111205,19
CPC007 HCC515 6H-BRD-K95196255-10.0,1.062772130105617,20
CPC007 HT29 24H-ncgc00012272-02-10.0,1.0627133174537153,18
CPC002 PC3 24H-isotretinoin-10.0,1.062689996635736,5
CPC020 VCAP 6H-BRD-K53308430-10.0,1.062646909025774,16
CPC006 A375 6H-dl-pdmp-64.0,1.0623905955115789,9
CPD002 MCF7 6H-bisacodyl-10.0,1.0619305336555183,16
CPC017 MCF7 24H-bw-b 70c-10.0,1.061790153913175,14
CPC009 VCAP 24H-mls-0435541.0001-10.0,1.0617632228882445,20
CPC006 OV7 6H-bjm-ctd2-9-10.0,1.0616766951147736,20
CPC003 HA1E 24H-diflorasone diacetate-10.0,1.0613478874249496,20
CPC005 VCAP 24H-amyleine hydrochloride-10.0,1.0609563257973966,5
LJP006 LNCAP 24H-WYE-125132-0.12,1.0608756976098335,20
CPC006 NCIH508 6H-vorinostat-10.0,1.060442199242937,20
LJP005 SKBR3 24H-HG-5-113-01-1.11,1.060117326784998,20
CPC005 VCAP 24H-cimaterol-10.0,1.0593545279047893,8
"CPC006 PC3 24H-ingenol 3, 20-dibenzoate-10.0",1.0593444665171028,19
CPC006 MCF7 6H-tgx-115-160.0,1.059253565421594,18
CPC001 HCC515 24H-BRD-K85318537 (obaa)-10.0,1.05913803922091,20
CPC004 HCC515 24H-clobetasol propionate-10.0,1.0589181304615374,20
CPC011 PC3 24H-triptolide-10.0,1.0587303704427884,19
LJP008 MCF7 24H-veliparib-1.11,1.0585899258356064,20
CPC014 A549 24H-s2004-10.0,1.0584536285794357,20
CPC006 A375 24H-pp-30-11.1,1.0583220609273754,18
CPC006 HA1E 24H-fk506-22.2,1.058294234247756,20
CPC009 MCF7 24H-BRD-K52321331-10.0,1.0581320632159523,20
CPC013 SKB 24H-s1011-10.0,1.0580275100042837,20
CPC005 A375 6H-fluocinolone acetonide-10.0,1.0579951349119958,17
CPC016 MCF7 24H-triflupromazine hydrochloride-10.0,1.057683055803807,19
CPC006 EFO27 6H-tl hras26 brd-k01877528-10.0,1.057378062781836,20
CPC019 PC3 6H-cvf-csc-7 brd-a32595718-10.0,1.0573210167112657,16
LJP006 HME1 3H-ZSTK-474-10,1.0570906143901841,20
CPC006 MDST8 6H-calpeptin-10.0,1.0565559546604986,20
CPC006 HEPG2 6H-cyclosporine-10.0,1.0563547539878155,20
LJP005 HS578T 24H-erlotinib-10,1.0558910585819978,20
LJP006 HA1E 24H-WZ-4-145-0.12,1.0558504960039206,20
CPC012 A549 6H-BRD-K74797618-10.0,1.0544771465797818,20
CPC006 WSUDLCL2 6H-perhexiline maleate-10.0,1.0541697315589251,19
CPC009 HCC515 6H-5-nonyloxytryptamine-10.0,1.0534794335117599,20
CPC009 PC3 24H-BRD-K96704648-10.0,1.0516314085843201,15
CPC019 MCF7 6H-BRD-K93127801-10.0,1.050899487788983,17
LJP005 HCC515 24H-HG-5-113-01-10,1.0504006454538286,20
CPC015 MCF7 6H-remacemide hydrochloride-10.0,1.050260094562272,2
CPC012 MCF7 6H-BRD-K32896438-10.0,1.0502451057118163,14
CPC014 SKB 24H-BRD-K42419294-10.0,1.0499431494520883,18
CPC004 HA1E 6H-rhamnetin-10.0,1.0493721369088036,16
CPC018 MCF7 24H-ch 55-10.0,1.0491253189396517,19
CPC012 NPC 24H-BRD-A30455275-10.0,1.0491085339372375,20
CPC006 HCC515 24H-16-hydroxytriptolide-0.08,1.0490323696448027,20
LJP005 SKBR3 3H-mitoxantrone-1.11,1.0487126437590666,20
CPC003 PC3 24H-ivermectin-10.0,1.0487048773193726,20
CPC016 SKB 24H-camptothecin-10.0,1.047811702263115,20
CPC010 VCAP 24H-BRD-K95547711-10.0,1.0475120944873542,6
CPC020 MCF7 6H-BRD-K53308430-10.0,1.0473400543560225,19
CPC013 ASC 24H-BRD-K18364651-10.0,1.0470735928265795,17
CPC015 HT29 6H-pha 665752-10.0,1.046701781063738,19
CPC006 HT29 24H-fgin-1-27-10.0,1.046693550949222,15
CPC019 A549 24H-BRD-K24861700-10.0,1.046178077306115,19
CPC004 HCC515 24H-ro 31-8220 mesylate-10.0,1.0453010819462885,20
CPC006 HT29 24H-hki-272-10.0,1.0452115676588618,19
CPC006 HA1E 24H-BRD-K56343971-10.0,1.0444195518979718,18
CPC014 VCAP 6H-wortmannin-10.0,1.0443395118048993,17
CPC006 SW620 6H-16-hydroxytriptolide-0.08,1.043793264917583,20
CPC014 PC3 6H-p8624-10.0,1.0436764345422946,20
CPC020 MCF7 24H-cardene-10.0,1.043537959035525,7
LJP007 HEPG2 24H-KW-2449-3.33,1.0435290986530137,20
CPC006 SKM1 6H-mw-a1-12-10.0,1.0431936245326,20
CPC006 EFO27 6H-gw 843682x-10.0,1.0429358461424383,19
LJP008 A375 24H-GSK-J4-10,1.0418088927404865,20
CPC008 VCAP 24H-ncgc00187483-01-10.0,1.041518160098049,2
CPC006 A375 24H-BRD-K12184916-0.63,1.0409306216475258,20
LJP009 PC3 24H-ALW-II-38-3-3.33,1.0408726596720932,20
CPC012 A375 6H-BRD-K08307026-10.0,1.040771100699133,20
CPC004 HEPG2 6H-piplartine-10.0,1.0405499753458047,20
CPC007 PC3 24H-BRD-K85275009-10.0,1.0402485328102953,19
CPC013 HT29 6H-s1249-10.0,1.0400829808343188,18
LJP006 HEPG2 24H-QL-X-138-3.33,1.0390113704431028,20
CPC004 HCC515 6H-epirubicin hydrochloride-10.0,1.0388571759883685,18
CPC005 A549 24H-periplocymarin-10.0,1.0388148502923067,20
CPC006 HCC515 24H-isoliquiritigenin-10.0,1.0386368327461626,10
CPC014 HT29 6H-v2264-10.0,1.0381850782988788,18
CPC006 SW620 6H-calpeptin-10.0,1.0380049761896715,19
CPC006 MCF7 6H-retinoic acid-40.0,1.0378870550797052,13
CPC016 ASC 24H-n-benzylnaltrindole hydrochloride-10.0,1.0378535956118444,11
CPC014 A549 6H-hy-10044-10.0,1.0376603640359003,15
CPC018 A549 24H-forskolin-10.0,1.0374336327785243,19
CPC007 A375 6H-wortmannin-10.0,1.0374208370247104,19
CPC006 HA1E 6H-hdac6 inhibitor isox-10.0,1.0370635639214116,20
CPC015 MCF7 6H-meloxicam sodium-10.0,1.0366772624289535,2
CPC018 SKB 24H-vorinostat-10.0,1.0366220547643747,20
CPC006 H1299 6H-rilmenidine hemifumarate-10.0,1.0357922259209125,20
CPC014 A375 6H-t018500-10.0,1.0356551050701241,20
CPC002 VCAP 6H-vorinostat-10.0,1.0354304418480935,20
CPC006 THP1 6H-rottlerin ncgc00025228-11-9.68,1.0352385100152721,18
CPC006 VCAP 6H-manumycin a-10.0,1.0349710965217427,20
CPC001 HA1E 24H-emd 41000-10.0,1.0349215704720431,11
CPC012 HT29 6H-BRD-K54822214-10.0,1.0343416791613809,17
LJP006 HS578T 24H-palbociclib-3.33,1.0342497712154024,20
CPC001 VCAP 6H-nnc 05-2090 hydrochloride-10.0,1.034211625289394,10
CPC013 HT29 6H-BRD-K19540840-10.0,1.0341433918424625,14
CPC014 MCF7 6H-wortmannin-10.0,1.033877202589441,16
LJP006 MCF7 3H-AZD-8055-0.12,1.0335712887336452,20
CPC006 SW480 6H-tyrphostin ag 1478-56.78,1.0333918715699295,17
CPC018 A375 6H-quercetin-10.0,1.0333664376620209,18
LJP007 A375 24H-idelalisib-1.11,1.0329323272562905,20
CPC016 A549 6H-cabergoline-10.0,1.0329017986756812,20
CPC007 HT29 6H-BRD-K23673040-10.0,1.0316580560770086,20
CPC006 MCF7 24H-curcumin-48.0,1.031368479959698,20
CPC008 A549 6H-BRD-K89059493-10.0,1.0306549211483085,20
CPC004 HT29 6H-pifithrin- ?-10.0,1.0306389559713924,18
CPC015 MCF7 6H-penfluridol-10.0,1.030502584096254,1
CPC009 A549 6H-cefotaxime-10.0,1.0303736378610557,15
CPC006 MDST8 6H-pifithrin- ?-10.0,1.0296670014756968,18
CPC014 A549 6H-hy-11001-10.0,1.029620608449416,18
CPC012 HT29 6H-BRD-K86472598-10.0,1.0293000362860907,19
CPC010 PC3 24H-BRD-K00028814-10.0,1.0292762402535307,3
CPC013 MCF7 24H-BRD-K80786583-10.0,1.0289666397697572,20
CPC013 SKB 24H-hy-10992-10.0,1.028768075042331,20
CPC001 HCC515 6H-cp 93129 dihydrochloride-10.0,1.028177426326476,20
CPC014 VCAP 6H-BRD-A68739437-10.0,1.027203046365622,17
CPC018 SKB 24H-papaverine hydrochloride-10.0,1.026814330223061,19
CPC004 VCAP 24H-menadione-10.0,1.0267521741218302,20
CPC006 SKMEL1 6H-16-hydroxytriptolide-0.08,1.0259718405370375,18
LJP005 MCF10A 24H-NVP-BEZ235-1.11,1.0259275031094501,20
CPC006 HA1E 24H-ver155008-11.1,1.0254582262579963,20
CPC006 HT29 6H-pp-30-11.1,1.0254570171506947,16
CPC015 MCF7 6H-temefos-10.0,1.0254412350458355,4
CPC012 MCF7 6H-BRD-K94991378-10.0,1.0248674011161252,13
CPC006 NCIH2073 6H-ag14361-25.0,1.0244346979886954,20
CPC013 HEPG2 6H-BRD-K80346834-10.0,1.02436632624272,17
CPC019 PC3 6H-BRD-K08448573-10.0,1.023827024769401,19
LJP009 PC3 24H-BX-795-10,1.023526727917119,20
CPC006 NCIH596 6H-bx-795-10.0,1.0235230091610343,18
CPC001 PC3 24H-aloisine-10.0,1.02328734703649,4
CPC006 HCC15 6H-BRD-K15563106-177.6,1.0226788792669057,20
CPC009 A375 6H-wortmannin-10.0,1.022511702792465,18
CPC006 HCC515 24H-tpca-1-10.0,1.022505734124798,19
CPC013 PC3 24H-hy-50940-10.0,1.0223969641910857,13
CPC005 A375 24H-cgs 15943-10.0,1.0223504012245883,19
CPC012 HT29 6H-vorinostat-10.0,1.0222221164249865,20
CPC014 A549 24H-s1205-10.0,1.0221042392405932,20
CPC014 HCC515 6H-s1014-10.0,1.0213886982393998,20
CPC006 A375 24H-necrostatin-1-160.0,1.0212519343304163,15
CPC020 PC3 24H-iproniazide phosphate-10.0,1.0211352163751097,13
CPC004 HCC515 6H-dmbi-10.0,1.0207486368496674,19
CPC014 HT29 6H-p0030-10.0,1.0205605549017671,18
CPC020 A549 6H-amoxicillin crystalline-10.0,1.0203233317059412,17
CPC006 A673 6H-chemistry 2804-10.0,1.0201886173237495,20
CPC014 MCF7 6H-isotretinoin-10.0,1.0196249817834135,14
CPC019 HEPG2 6H-BRD-K63979920-10.0,1.0195764429284375,19
CPD002 PC3 24H-digoxin-10.0,1.0194192612982658,19
CPC014 A549 24H-BRD-A75931230-10.0,1.019257332913874,20
CPC006 HT29 24H-tl hras26 brd-k01877528-10.0,1.019163795535907,17
CPC006 A673 6H-tipifarnib-p2-10.0,1.0190531701946153,20
CPC006 VCAP 24H-ncgc00165289-01-0.35,1.0179640632521716,10
CPC008 VCAP 6H-ncgc00238427-01-10.0,1.017655489356009,17
CPC014 SKB 24H-BRD-A11702965-10.0,1.0171775202202333,18
CPC011 VCAP 24H-indirubin-10.0,1.0164461461268368,2
CPC004 HCC515 24H-exemestane-10.0,1.016317454407915,18
CPC013 A375 6H-BRD-K48716658-10.0,1.0160960013382934,11
CPC011 VCAP 6H-itraconazole-10.0,1.0160045259242758,7
CPC006 VCAP 24H-osi-906-10.0,1.0158810979768684,13
CPC006 SKM1 6H-piplartine-10.0,1.0155474104735973,20
CPC014 VCAP 6H-s1014-10.0,1.0152166780763123,11
CPC014 A375 6H-BRD-K38615104-10.0,1.0144077421182445,20
CPC007 A549 6H-BRD-K71835137-10.0,1.0143806265298227,15
CPC017 ASC 24H-cyclosporine-10.0,1.0142029825624959,20
CPC008 A549 6H-BRD-K64058329-10.0,1.013831768735085,20
CPC012 HT29 6H-k784-3131-10.0,1.0132660491008987,20
CPC006 HT29 24H-vx-680-10.0,1.01273434088319,20
CPC014 ASC 24H-k784-3188-10.0,1.0126655811545624,20
CPC006 HA1E 24H-BRD-A24054354-10.0,1.0117989120833848,14
LJP007 A549 24H-WZ-4002-3.33,1.0114897089189547,8
CPC008 MCF7 24H-kuc103885 kuc103885n-10.0,1.0112216853772933,20
CPC008 VCAP 24H-ncgc00182380-01-10.0,1.0111279350601636,19
CPC006 VCAP 24H-cyt997-1.0,1.0110196627144075,19
CPC010 HEPG2 6H-BRD-K66555411-10.0,1.010771432928566,19
LJP008 HA1E 24H-vorinostat-3.33,1.0107161975019454,20
CPC002 VCAP 6H-fccp-10.0,1.0105185640582042,19
CPC006 A549 6H-cay10618-10.0,1.01047696780358,19
LJP008 HT29 24H-dasatinib-0.04,1.010276683845168,20
CPC015 A375 6H-penfluridol-10.0,1.0097526895038462,19
LJP006 BT20 3H-ZSTK-474-1.11,1.0095794827533708,19
CPC008 MCF7 24H-ncgc00242340-01-10.0,1.0085514545904877,18
CPC014 A375 6H-s1042-10.0,1.0084280925192772,17
LJP007 A549 24H-idelalisib-1.11,1.0082877596973594,16
"CPC006 NCIH596 6H-2,4-dideoxy-dc-45-a2-0.63",1.0077457173066784,19
LJP005 A549 24H-NVP-BEZ235-10,1.007450360724333,20
CPC019 HCC515 6H-BRD-K88278225-10.0,1.0072756654582826,18
CPC011 A549 24H-halometasone-10.0,1.0069116185163176,18
CPC005 HA1E 24H-rhodomyrtoxin-10.0,1.006795713178312,16
CPC009 PC3 6H-BRD-K23149109-10.0,1.006126314887465,15
CPC016 A375 6H-ag 957-10.0,1.006109201284087,17
CPC006 OV7 6H-BRD-A31107743-0.09,1.006102617695789,20
CPC006 NCIH1694 6H-BRD-K60219430-10.0,1.0057116882811377,18
CPC009 PC3 6H-clopidogrel-10.0,1.0052351937798785,1
CPC019 HT29 6H-BRD-K86027709-10.0,1.0051051475192514,12
CPC010 A375 6H-BRD-K05331696-10.0,1.0048191777234705,19
CPC002 PC3 24H-bw 723c86 hydrochloride-10.0,1.0037097458778406,5
CPC017 PHH 24H-emetine-10.0,1.003703032926989,19
CPD003 MCF7 6H-fluocinolone acetonide-10.0,1.0030671256391117,20
CPC013 HA1E 6H-BRD-K31754360-10.0,1.0029409697844505,20
CPC004 HEPG2 6H-triflupromazine hydrochloride-10.0,1.0025434595824048,14
CPC013 HEPG2 6H-BRD-K93215584-10.0,1.0025367839815789,18
CPC013 A549 6H-BRD-K76938712-10.0,1.0025159232935175,20
LJP009 HT29 24H-dabrafenib-0.37,1.0023467125760508,20
CPD002 MCF7 24H-thiostrepton-10.0,1.0017458426740706,20
CPD003 MCF7 24H-simvastatin-10.0,1.0014306531319028,19
CPC013 HT29 6H-BRD-K72451865-10.0,1.001354924404934,15
CPC008 A375 6H-tl hras26 brd-k01877528-10.0,1.0010838205455248,20
LJP006 MDAMB231 3H-GDC-0941-10,1.0007281223972568,20
CPC004 HEPG2 6H-pregnenolone succinate-10.0,1.0004496603086717,19
CPC014 PC3 24H-BRD-K88569143-10.0,1.0003381727654124,20
CPC006 PC3 24H-wortmannin-10.0,1.000151344843246,20
CPC004 HCC515 6H-menadione-10.0,0.9999406871512344,17
LJP005 PC3 24H-PLX-4720-0.04,0.9997225916048786,19
CPC006 U937 6H-akti-1/2-9.1,0.999638589438688,20
CPC016 MCF7 24H-BRD-K37865504-10.0,0.9990635199302578,18
CPC006 SW948 6H-3-methyladenine-10.0,0.9985235918354327,19
CPC006 HCC515 6H-nsc 23766-160.0,0.9981545966662755,19
CPC006 HCC515 6H-BRD-K04853698-10.0,0.998058693646597,19
CPC010 HCC515 6H-BRD-A61825514-10.0,0.9979161639198965,19
CPC019 HA1E 6H-BRD-K67519589-10.0,0.9977803710553181,17
CPC004 VCAP 24H-bibx 1382 dihydrochloride-10.0,0.9977231490710674,15
CPC015 NPC 24H-deguelin(-)-10.0,0.9974850655856021,14
CPC011 HT29 6H-vinorelbine-10.0,0.9974150759661371,19
LJP007 HCC515 24H-XMD-885-1.11,0.9971771809412948,20
CPC006 VCAP 24H-akt inhibitor iv-10.0,0.9969850897057377,19
CPC004 PC3 6H-brazilin-10.0,0.9966158794186106,18
CPD002 PC3 24H-mevastatin-10.0,0.996501031449952,20
CPC005 A549 6H-sc 19220-10.0,0.9961419263044232,20
CPC013 MCF7 24H-BRD-K93215584-10.0,0.9960502799653858,18
CPC015 MCF7 6H-pre-084 hydrochloride-10.0,0.995766988920528,4
CPC006 HT29 6H-bx-795-10.0,0.9952181561996659,20
CPC011 VCAP 24H-ethylestrenol-10.0,0.9951839675375558,11
CPC017 MCF7 6H-ag 556-10.0,0.9951649989720412,17
CPC004 HCC515 24H-fluspirilen-10.0,0.9948342028634181,20
CPC005 A549 6H-periplocymarin-10.0,0.9943842821658972,20
CPC012 HT29 6H-BRD-K82857306-10.0,0.9941843654617899,8
CPC006 VCAP 24H-BRD-K49371609-0.09,0.9939471280020837,20
"CPC002 HA1E 6H-l-741,626-10.0",0.9936888027396633,19
CPC008 HCC515 6H-ncgc00184834-01-10.0,0.9933711945276058,20
CPC006 A375 24H-nutlin-3-44.4,0.9929738283224505,19
CPC016 HEPG2 6H-brefeldin a-10.0,0.992612730139632,19
CPC015 MCF7 24H-perphenazine-10.0,0.9924630029430552,20
CPC006 NCIH1694 6H-penfluridol-30.0,0.9918856334301777,20
CPC006 NCIH2073 6H-arachidonyl trifluoro-methyl ketone-80.0,0.9917227170568719,20
CPC008 A549 6H-ncgc00185087-01-10.0,0.9916986706980659,20
CPC007 A375 24H-ncgc00165289-01-10.0,0.9901903004250874,19
CPC006 SKM1 6H-bms-536924-11.1,0.9898862014393645,19
CPC007 A375 24H-BRD-K22546959-10.0,0.9894594611880012,16
CPC014 VCAP 6H-m9948-10.0,0.9887358767731516,13
CPC006 MCF7 6H-ct-200783-10.0,0.9884221380262279,19
CPC009 HEPG2 6H-BRD-K91937579-10.0,0.9880248557800462,16
CPC008 PC3 6H-vu0410183-2-10.0,0.9877466326424061,15
CPC006 VCAP 24H-4-demethoxydaunorubicin hydrochloride (65)-0.08,0.9875486869785963,20
CPC003 HCC515 24H-rimexolone-10.0,0.9871396996882387,18
CPC008 A549 6H-ncgc00165188-01-10.0,0.9867973445101239,20
CPC005 PC3 6H-cgs 15943-10.0,0.9864854967835401,13
CPC001 HA1E 6H-homoharringtonine-10.0,0.9864040974692077,20
CPC006 HA1E 6H-chr 2797-80.0,0.9861862145066702,19
CPC014 ASC 24H-BRD-K75081836-10.0,0.9860262980218829,13
CPC009 VCAP 6H-BRD-K00313977-10.0,0.9859609359774767,19
CPC005 VCAP 24H-u0124-10.0,0.9857721763338501,9
CPC009 VCAP 6H-BRD-K84762162-10.0,0.9856565098242069,10
CPC012 A549 6H-wortmannin-10.0,0.9854974901934049,20
CPC015 ASC 24H-scriptaid-10.0,0.9850396672247027,20
CPC002 HA1E 6H-bromocriptine mesylate-10.0,0.9849808733580614,19
CPC002 HA1E 6H-r(+)-6-bromo-apb-10.0,0.9843071587569113,18
CPC006 AGS 6H-dorsomorphin dihydrochloride-10.0,0.984055626482778,20
CPC006 CORL23 6H-ym-155-0.31,0.9838950157319202,20
CPC001 VCAP 24H-clobenpropit dihydrobromide-10.0,0.983789498869097,10
LJP006 MCF7 24H-palbociclib-3.33,0.9837356571497495,20
CPC018 HT29 6H-anafranil-10.0,0.9835022631893215,12
CPC002 VCAP 24H-clozapine-10.0,0.9828230610685464,14
CPC003 VCAP 24H-nsc 3852-10.0,0.9827709553819373,20
CPC011 A549 6H-tacrolimus-10.0,0.9820712070694235,20
CPC012 A549 24H-BRD-A19248578-10.0,0.9817973889872433,19
LJP006 HS578T 3H-torin-1-1.11,0.9813892743937465,20
CPC005 VCAP 24H-periplocymarin-10.0,0.981054848751564,20
CPC006 EFO27 6H-chaetocin-0.08,0.981026092098729,19
CPC006 HT29 6H-chaetocin-0.08,0.9810184129845656,20
CPC006 PC3 24H-BRD-K60219430-10.0,0.9808154766722492,15
CPC019 A549 24H-BRD-K37043259-10.0,0.9799255966016895,20
CPD001 MCF7 24H-niclosamide-10.0,0.9796838534299188,19
CPC006 RMGI 6H-importazole-60.0,0.9792623426731804,20
CPC014 MCF7 24H-BRD-K83972459-10.0,0.9790788264129152,20
CPC014 PC3 6H-h7270-10.0,0.9781677452545873,20
LJP009 HEPG2 24H-GSK-2334470-0.37,0.9779462669629444,20
CPC017 HEPG2 6H-purmorphamine-10.0,0.9779134077851066,17
CPC010 PC3 24H-BRD-A61825514-10.0,0.9778699873880446,18
CPC014 HCC515 6H-geldanamycin-10.0,0.9778577210168222,20
CPC006 MCF7 6H-BRD-K10705233-40.0,0.9777165860419123,13
CPC009 HA1E 6H-BRD-A60784279-10.0,0.9776773282180797,15
CPC009 PC3 6H-BRD-K56593336-10.0,0.9775464622847847,12
CPC009 A375 6H-BRD-K49094915-10.0,0.9771224487589856,10
CPD003 PC3 6H-tridihexethyl chloride-10.0,0.9759759737585656,17
CPC001 VCAP 6H-dibenzepine hydrochloride-10.0,0.9756543582959962,11
CPC006 VCAP 24H-imd 0354-10.0,0.9756445309286218,20
CPC017 A549 24H-mibefradil dihydrochloride-10.0,0.9755639650052298,19
CPC009 MCF7 6H-BRD-K15716662-10.0,0.9750461847888594,18
LJP006 MCF10A 24H-JW-7-24-1-10,0.9749595642705815,20
CPC014 A549 24H-s1222-10.0,0.9748945472099043,19
LJP006 LNCAP 3H-AZD-5438-1.11,0.9746744058756673,20
CPC002 HA1E 24H-oxybenzone-10.0,0.9745279943049887,19
CPC009 MCF7 6H-BRD-K25320246-10.0,0.97419957721391,15
CPC012 MCF7 24H-BRD-A15010982-10.0,0.9740709085666998,19
CPC004 VCAP 6H-l 755507-10.0,0.9739176957200015,17
CPC006 MCF7 24H-necrostatin-1-160.0,0.9738907680096454,19
CPC019 HT29 6H-BRD-K58288048-10.0,0.9735885826715065,10
CPC006 THP1 6H-losartan potassium-160.0,0.9734930145248165,20
CPC015 A549 24H-pyrimethamine-10.0,0.9734226890906601,18
